song,artist,date,loveSong
Everything Is AWESOME!!!,Tegan And Sara Featuring The Lonely Island,28/2/2014,0
Stoner,Young Thug,28/2/2014,
Lettin' The Night Roll,Justin Moore,7/3/2014,
Glory And Gore,Lorde,7/3/2014,
La La La,Naughty Boy Featuring Sam Smith,7/3/2014,
Ordinary Love,U2,7/3/2014,1
The Walker,Fitz And The Tantrums,14/3/2014,
Not A Bad Thing,Justin Timberlake,14/3/2014,
Sleeping With A Friend,Neon Trees,14/3/2014,1
Ain't It Fun,Paramore,14/3/2014,0
Wild Wild Love,Pitbull Featuring G.R.L.,14/3/2014,
#SELFIE,The Chainsmokers,14/3/2014,
Magic,Coldplay,21/3/2014,1
Fancy,Iggy Azalea Featuring Charli XCX,21/3/2014,
Raging Fire,Phillip Phillips,21/3/2014,
The Devil Is A Lie,Rick Ross Featuring JAY Z,21/3/2014,
Sanctified,Rick Ross Featuring Kanye West & Big Sean,21/3/2014,
Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin,21/3/2014,
Trophies,Young Money Featuring Drake,21/3/2014,
Latch,Disclosure Featuring Sam Smith,28/3/2014,
Headlights,Eminem Featuring Nate Ruess,28/3/2014,
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",28/3/2014,
I Luh Ya Papi,Jennifer Lopez Featuring French Montana,28/3/2014,
Love Is An Open Door,Kristen Bell & Santino Fontana,28/3/2014,
Play It Again,Luke Bryan,28/3/2014,
Slow Me Down,Sara Evans,28/3/2014,
We Might Be Dead By Tomorrow,Soko,28/3/2014,
Red Lights,Tiesto,28/3/2014,
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,28/3/2014,
Who Do You Love?,YG Featuring Drake,28/3/2014,
Summer,Calvin Harris,4/4/2014,
Beating Heart,Ellie Goulding,4/4/2014,
Lookin' For That Girl,Tim McGraw,4/4/2014,
John Doe,B.o.B Featuring Priscilla,11/4/2014,
Beachin',Jake Owen,11/4/2014,
G.U.Y.,Lady Gaga,11/4/2014,
Me And My Broken Heart,Rixton,11/4/2014,
Empire,Shakira,11/4/2014,
Fever,The Black Keys,11/4/2014,
Whiskey In My Water,Tyler Farr,11/4/2014,
She Looks So Perfect,5 Seconds Of Summer,18/4/2014,1
Come With Me Now,KONGOS,18/4/2014,
Stay With Me,Sam Smith,18/4/2014,
Bad Blood,Bastille,25/4/2014,1
Sing,Ed Sheeran,25/4/2014,0
Girls Chase Boys,Ingrid Michaelson,25/4/2014,
Birthday,Katy Perry,25/4/2014,
Cut Her Off,KCamp Featuring 2 Chainz,25/4/2014,
We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,25/4/2014,
Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",25/4/2014,
Midnight,Coldplay,2/5/2014,
"Where It's At (Yep, Yep)",Dustin Lynch,2/5/2014,
West Coast,Lana Del Rey,2/5/2014,
I Don't Dance,Lee Brice,2/5/2014,
Am I Wrong,Nico & Vinz,2/5/2014,
You & I,One Direction,2/5/2014,
Love Runs Out,OneRepublic,2/5/2014,
We Dem Boyz,Wiz Khalifa,2/5/2014,
Hello Kitty,Avril Lavigne,9/5/2014,
We Are Tonight,Billy Currington,9/5/2014,
Who I Am With You,Chris Young,9/5/2014,
Wake Up Lovin' You,Craig Morgan,9/5/2014,
I Won,Future Featuring Kanye West,9/5/2014,
Yeah,Joe Nichols,9/5/2014,
Stay With Me,Josh Kaufman,9/5/2014,
Rude,MAGIC!,9/5/2014,1
Problem,Ariana Grande Featuring Iggy Azalea,16/5/2014,
My Eyes,Blake Shelton Featuring Gwen Sebastian,16/5/2014,
My Baby's Guns N' Roses,Brantley Gilbert,16/5/2014,
"Hold On, We're Going Home",Christina Grimmie,16/5/2014,
A Sky Full Of Stars,Coldplay,16/5/2014,1
Keep Them Kisses Comin',Craig Campbell,16/5/2014,
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,16/5/2014,
Work,Iggy Azalea,16/5/2014,
Wiggle,Jason Derulo Featuring Snoop Dogg,16/5/2014,
The Big Bang,Katy Tiz,16/5/2014,
Love Never Felt So Good,Michael Jackson & Justin Timberlake,16/5/2014,1
River Bank,Brad Paisley,23/5/2014,
17 Again,Brantley Gilbert,23/5/2014,
How To Love,Christina Grimmie,23/5/2014,
I Can't Make You Love Me,Josh Kaufman,23/5/2014,
Come Get It Bae,Pharrell Williams,23/5/2014,
I Choose You,Sara Bareilles,23/5/2014,
Chandelier,Sia,23/5/2014,
2 On,Tinashe Featuring ScHoolboy Q,23/5/2014,
Good Kisser,Usher,23/5/2014,
Don't Stop,5 Seconds Of Summer,30/5/2014,
Drunk On A Plane,Dierks Bentley,30/5/2014,
One,Ed Sheeran,30/5/2014,1
Heaven,Jake Worthington,30/5/2014,
Main Chick,Kid Ink Featuring Chris Brown,30/5/2014,
Chainsaw,The Band Perry,30/5/2014,
Can't Help Falling In Love,Christina Grimmie,6/6/2014,
Somebody That I Used To Know,Christina Grimmie & Adam Levine,6/6/2014,
Bartender,Lady Antebellum,6/6/2014,
Billie Jean,Michael Jackson,6/6/2014,1
Slave To The Rhythm,Michael Jackson,6/6/2014,0
Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,6/6/2014,
Pills N Potions,Nicki Minaj,6/6/2014,
Leave Your Lover,Sam Smith,6/6/2014,
Dare (La La La),Shakira,6/6/2014,
Good Girls,5 Seconds Of Summer,13/6/2014,
I Got A Car,George Strait,13/6/2014,
Trumpets,Jason Derulo,13/6/2014,
XO,John Mayer,13/6/2014,1
Shades Of Cool,Lana Del Rey,13/6/2014,
Believe Me,Lil Wayne Featuring Drake,13/6/2014,
Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,13/6/2014,
Habits (Stay High),Tove Lo,13/6/2014,1
I'm Ready,AJR,20/6/2014,
Shower,Becky G,20/6/2014,
Boom Clap,Charli XCX,20/6/2014,
Song About A Girl,Eric Paslay,20/6/2014,
Ultraviolence,Lana Del Rey,20/6/2014,
Day Drinking,Little Big Town,20/6/2014,
I'm Not The Only One,Sam Smith,20/6/2014,1
Studio,ScHoolboy Q Featuring BJ The Chicago Kid,20/6/2014,
Wasted,Tiesto Featuring Matthew Koma,20/6/2014,
Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,27/6/2014,
Rather Be,Clean Bandit Featuring Jess Glynne,27/6/2014,1
Hope You Get Lonely Tonight,Cole Swindell,27/6/2014,
Don't,Ed Sheeran,27/6/2014,1
Jungle,Jamie N Commons & X Ambassadors,27/6/2014,
Hangover,PSY Featuring Snoop Dogg,27/6/2014,
Kiss Me Kiss Me,5 Seconds Of Summer,4/7/2014,1
Afire Love,Ed Sheeran,4/7/2014,
First Love,Jennifer Lopez,4/7/2014,
American Kids,Kenny Chesney,4/7/2014,
Maps,Maroon 5,4/7/2014,1
No Mediocre,T.I. Featuring Iggy Azalea,4/7/2014,
She Twerkin,Ca$h Out,11/7/2014,
Don't Tell 'Em,Jeremih Featuring YG,11/7/2014,
Get Her Back,Robin Thicke,11/7/2014,
Leave The Night On,Sam Hunt,11/7/2014,
Life Of The Party,Shawn Mendes,11/7/2014,
Riptide,Vance Joy,11/7/2014,1
Amnesia,5 Seconds Of Summer,18/7/2014,1
Ten Feet Tall,Afrojack Featuring Wrabel,18/7/2014,
Break Free,Ariana Grande Featuring Zedd,18/7/2014,
Calm Down,Busta Rhymes Featuring Eminem,18/7/2014,
New Flame,Chris Brown Featuring Usher & Rick Ross,18/7/2014,
Black Widow,Iggy Azalea Featuring Rita Ora,18/7/2014,
Foreign,Trey Songz,18/7/2014,
Try,Colbie Caillat,25/7/2014,
Cool Kids,Echosmith,25/7/2014,
Dust,Eli Young Band,25/7/2014,
Bo$$,Fifth Harmony,25/7/2014,
Dirt,Florida Georgia Line,25/7/2014,
Sunshine & Whiskey,Frankie Ballard,25/7/2014,
You & I (Nobody In The World),John Legend,25/7/2014,
All About That Bass,Meghan Trainor,25/7/2014,
Fight Night,Migos,25/7/2014,
Word Crimes,"""Weird Al"" Yankovic",1/8/2014,0
Everything I Didn't Say,5 Seconds Of Summer,1/8/2014,
Hideaway,Kiesza,1/8/2014,
Roller Coaster,Luke Bryan,1/8/2014,
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,1/8/2014,
0 To 100 / The Catch Up,Drake,8/8/2014,
Burnin' It Down,Jason Aldean,8/8/2014,
Stolen Dance,Milky Chance,8/8/2014,
Happy Little Pill,Troye Sivan,8/8/2014,
Hot Boy,Bobby Shmurda,15/8/2014,
Chasing The Sun,Hilary Duff,15/8/2014,
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",15/8/2014,0
This Is How We Do,Katy Perry,15/8/2014,
Girl In A Country Song,Maddie & Tae,15/8/2014,
It Was Always You,Maroon 5,15/8/2014,
No Flex Zone,Rae Sremmurd,15/8/2014,
I Will Never Let You Down,Rita Ora,15/8/2014,
Cold One,Eric Church,22/8/2014,
Wild Life,Jack & Jack,22/8/2014,
Anaconda,Nicki Minaj,22/8/2014,
Fireball,Pitbull Featuring John Ryan,22/8/2014,
About The Money,T.I. Featuring Young Thug,22/8/2014,
Best Mistake,Ariana Grande Featuring Big Sean,29/8/2014,
Take Me To Church,Hozier,29/8/2014,
Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",29/8/2014,
Later On,The Swon Brothers,29/8/2014,
Hookah,Tyga Featuring Young Thug,29/8/2014,
Neon Light,Blake Shelton,5/9/2014,
Animals,Maroon 5,5/9/2014,
Waves,Mr. Probz,5/9/2014,
Walk Thru,Rich Homie Quan Featuring Problem,5/9/2014,
Delirious (Boneless),"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",5/9/2014,
Shake It Off,Taylor Swift,5/9/2014,
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,12/9/2014,
Guts Over Fear,Eminem Featuring Sia,12/9/2014,
Somewhere In My Car,Keith Urban,12/9/2014,
24 Hours,TeeFLii Featuring 2 Chainz,12/9/2014,
She Came To Give It To You,Usher Featuring Nicki Minaj,12/9/2014,
Look At You,Big & Rich,19/9/2014,
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",19/9/2014,
Sweet Little Somethin',Jason Aldean,19/9/2014,
Seen It All,Jeezy Featuring Jay Z,19/9/2014,
Secrets,Mary Lambert,19/9/2014,
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,19/9/2014,
Blame,Calvin Harris Featuring John Newman,26/9/2014,
Centuries,Fall Out Boy,26/9/2014,
Two Night Town,Jason Aldean,26/9/2014,
Bend Ova,Lil Jon Featuring Tyga,26/9/2014,
Dear Future Husband,Meghan Trainor,26/9/2014,
Jealous,Nick Jonas,26/9/2014,
Angel In Blue Jeans,Train,26/9/2014,
No Love,August Alsina,3/10/2014,
X,Chris Brown,3/10/2014,
Sun Daze,Florida Georgia Line,3/10/2014,
Gonna Know We Were Here,Jason Aldean,3/10/2014,
Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,3/10/2014,
Superheroes,The Script,3/10/2014,0
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,3/10/2014,
Left Hand Free,alt-J,10/10/2014,
I Don't F**k With You,Big Sean Featuring E-40,10/10/2014,
Anything Goes,Florida Georgia Line,10/10/2014,
Tuesday,I LOVE MAKONNEN Featuring Drake,10/10/2014,
Tonight Looks Good On You,Jason Aldean,10/10/2014,
i,Kendrick Lamar,10/10/2014,
Handsome And Wealthy,Migos,10/10/2014,
Close Your Eyes,Parmalee,10/10/2014,
No Type,Rae Sremmurd,10/10/2014,
Feelin' It,Scotty McCreery,10/10/2014,
Heroes (We Could Be),Alesso Featuring Tove Lo,17/10/2014,
Something In The Water,Carrie Underwood,17/10/2014,
Bumpin' The Night,Florida Georgia Line,17/10/2014,
Just Gettin' Started,Jason Aldean,17/10/2014,
Yellow Flicker Beat,Lorde,17/10/2014,
U Guessed It,OG Maco Featuring 2 Chainz,17/10/2014,
Steal My Girl,One Direction,17/10/2014,
Shotgun Rider,Tim McGraw,17/10/2014,
Love Me Harder,Ariana Grande & The Weeknd,24/10/2014,
The Days,Avicii,24/10/2014,
Perfect Storm,Brad Paisley,24/10/2014,
Thinking Out Loud,Ed Sheeran,24/10/2014,1
L.A.LOVE (la la),Fergie,24/10/2014,
Sippin' On Fire,Florida Georgia Line,24/10/2014,
EW!,Jimmy Fallon Featuring will.i.am,24/10/2014,
Body Language,Kid Ink Featuring Usher & Tinashe,24/10/2014,
Errrbody,Yo Gotti,24/10/2014,
Bobby Bitch,Bobby Shmurda,31/10/2014,
I'm Not Gonna Miss You,Glen Campbell,31/10/2014,
Burnin' Up,Jessie J Featuring 2 Chainz,31/10/2014,
Drinking Class,Lee Brice,31/10/2014,
In Your Arms,Nico & Vinz,31/10/2014,
Out Of The Woods,Taylor Swift,31/10/2014,1
Often,The Weeknd,31/10/2014,
Outside,Calvin Harris Featuring Ellie Goulding,7/11/2014,
Dangerous,David Guetta Featuring Sam Martin,7/11/2014,
Try Me,DeJ Loaf,7/11/2014,
Talladega,Eric Church,7/11/2014,
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,7/11/2014,
Baby Don't Lie,Gwen Stefani,7/11/2014,
Beg For It,Iggy Azalea Featuring M0,7/11/2014,
Lips Are Movin,Meghan Trainor,7/11/2014,
God Made Girls,RaeLynn,7/11/2014,
Made Me,Snootie Wild Featuring K Camp,7/11/2014,
Welcome To New York,Taylor Swift,7/11/2014,0
Ghost,Ella Henderson,14/11/2014,
I Bet My Life,Imagine Dragons,14/11/2014,
Til It's Gone,Kenny Chesney,14/11/2014,
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",14/11/2014,
I Won't Let You Down,OK Go,14/11/2014,
Blank Space,Taylor Swift,14/11/2014,1
Style,Taylor Swift,14/11/2014,1
Wildest Dreams,Taylor Swift,14/11/2014,
Bad Blood,Taylor Swift Featuring Kendrick Lamar,14/11/2014,
Mean To Me,Brett Eldredge,21/11/2014,
Homegrown Honey,Darius Rucker,21/11/2014,
Ready To Run,One Direction,21/11/2014,
The Heart Wants What It Wants,Selena Gomez,21/11/2014,
Something Big,Shawn Mendes,21/11/2014,
Shut Up And Dance,WALK THE MOON,21/11/2014,1
Uptown Funk!,Mark Ronson Featuring Bruno Mars,28/11/2014,
She Knows,Ne-Yo Featuring Juicy J,28/11/2014,
18,One Direction,28/11/2014,
Where Do Broken Hearts Go,One Direction,28/11/2014,
Make Me Wanna,Thomas Rhett,28/11/2014,
Do They Know It's Christmas? (2014),Band Aid 30,5/12/2014,
Baby It's Cold Outside,Idina Menzel Duet With Michael Buble,5/12/2014,
Take Me To Church,Matt McAndrew,5/12/2014,
Bed Of Lies,Nicki Minaj Featuring Skylar Grey,5/12/2014,
CoCo,O.T. Genasis,5/12/2014,
Night Changes,One Direction,5/12/2014,
Stockholm Syndrome,One Direction,5/12/2014,
"Mary, Did You Know?",Pentatonix,5/12/2014,
I Don't Mind,Usher Featuring Juicy J,5/12/2014,
Santa Tell Me,Ariana Grande,12/12/2014,0
7-Nov,Beyonce,12/12/2014,
I Walk The Line,Craig Wayne Boyd,12/12/2014,
Sledgehammer,Fifth Harmony,12/12/2014,
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12/12/2014,
I See You,Luke Bryan,12/12/2014,
I Lived,OneRepublic,12/12/2014,
Time Of Our Lives,Pitbull & Ne-Yo,12/12/2014,
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,19/12/2014,
Make It Rain,Ed Sheeran,19/12/2014,
Prayer In C,Lillywood & Robin Schulz,19/12/2014,
The Blower's Daughter,Matt McAndrew,19/12/2014,
Like A Cowboy,Randy Houser,19/12/2014,
Geronimo,Sheppard,19/12/2014,
Royals,Taylor John Williams,19/12/2014,
Break The Rules,Charli XCX,26/12/2014,
When I Was Your Man,Chris Jamison,26/12/2014,
The Old Rugged Cross,Craig Wayne Boyd,26/12/2014,
Wet Dreamz,J. Cole,26/12/2014,
No Role Modelz,J. Cole,26/12/2014,
Make It Rain,Matt McAndrew,26/12/2014,
Come Join The Murder,The White Buffalo & The Forest Rangers,26/12/2014,
Velvet,Chris Jamison,2/1/2015,
Lost Without U,Chris Jamison & Adam Levine,2/1/2015,
Lonely Eyes,Chris Young,2/1/2015,
My Baby's Got A Smile On Her Face,Craig Wayne Boyd,2/1/2015,
Soldier,Damien,2/1/2015,
Apparently,J. Cole,2/1/2015,
Masterpiece,Jessie J,2/1/2015,
Wasted Love,Matt McAndrew,2/1/2015,
Lost Stars,Matt McAndrew & Adam Levine,2/1/2015,
Get On Your Knees,Nicki Minaj Featuring Ariana Grande,2/1/2015,
Feeling Myself,Nicki Minaj Featuring Beyonce,2/1/2015,
Can't Stop Dancin',Becky G,9/1/2015,
Bad B*tch,French Montana Featuring Jeremih,9/1/2015,
Title,Meghan Trainor,9/1/2015,
Stuck On A Feeling,Prince Royce Featuring Snoop Dogg,9/1/2015,
Earned It (Fifty Shades Of Grey),The Weeknd,9/1/2015,
Take It On Back,Chase Bryant,16/1/2015,
Ain't Worth The Whiskey,Cole Swindell,16/1/2015,
I Mean It,G-Eazy Featuring Remo,16/1/2015,
What We Ain't Got,Jake Owen,16/1/2015,
Only One,Kanye West Featuring Paul McCartney,16/1/2015,
Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,16/1/2015,
Take Your Time,Sam Hunt,16/1/2015,
A Guy Walks Into A Bar,Tyler Farr,16/1/2015,
Not For Long,B.o.B Featuring Trey Songz,23/1/2015,
Ayo,Chris Brown & Tyga,23/1/2015,
Love Me Like You Do,Ellie Goulding,23/1/2015,
Irresistible,Fall Out Boy,23/1/2015,
All About It,Hoodie Allen Featuring Ed Sheeran,23/1/2015,
Blank Space,I Prevail,23/1/2015,
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,23/1/2015,
Elastic Heart,Sia,23/1/2015,
Best Friends,Sophia Grace,23/1/2015,
Glory,Common & John Legend,30/1/2015,
Say You Do,Dierks Bentley,30/1/2015,
Uma Thurman,Fall Out Boy,30/1/2015,
Heartbeat Song,Kelly Clarkson,30/1/2015,0
Sugar,Maroon 5,30/1/2015,1
The Body,Wale Featuring Jeremih,30/1/2015,
Homegrown,Zac Brown Band,30/1/2015,
Immortals,Fall Out Boy,6/2/2015,
Trap Queen,Fetty Wap,6/2/2015,
Worth It,Fifth Harmony Featuring Kid Ink,6/2/2015,
Somebody,Natalie La Rose Featuring Jeremih,6/2/2015,
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,6/2/2015,
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,6/2/2015,
Slow Motion,Trey Songz,6/2/2015,
I Bet,Ciara,13/2/2015,
Budapest,George Ezra,13/2/2015,
Shots,Imagine Dragons,13/2/2015,
Chains,Nick Jonas,13/2/2015,
Talking Body,Tove Lo,13/2/2015,
Out The Speakers,A-Trak + Milo & Otis Featuring Rich Kidz,20/2/2015,
Blessings,Big Sean Featuring Drake,20/2/2015,
Hotel,Kid Ink Featuring Chris Brown,20/2/2015,
Girl Crush,Little Big Town,20/2/2015,
Work It,"Missy ""Misdemeanor"" Elliott",20/2/2015,
Get Ur Freak On,"Missy ""Misdemeanor"" Elliott",20/2/2015,
Lay Me Down,Sam Smith,20/2/2015,
A Little Too Much,Shawn Mendes,20/2/2015,
"Honey, I'm Good.",Andy Grammer,27/2/2015,
I Put A Spell On You,Annie Lennox,27/2/2015,
One Last Time,Ariana Grande,27/2/2015,1
Energy,Drake,27/2/2015,
Legend,Drake,27/2/2015,
10 Bands,Drake,27/2/2015,
Used To,Drake Featuring Lil Wayne,27/2/2015,
Preach,Drake Featuring PARTYNEXTDOOR,27/2/2015,
Keep Your Money,Empire Cast Featuring Jussie Smollett,27/2/2015,
What Kind Of Man,Florence + The Machine,27/2/2015,
Little Red Wagon,Miranda Lambert,27/2/2015,
Where You Belong,The Weeknd,27/2/2015,
Know Yourself,Drake,6/3/2015,
No Tellin',Drake,6/3/2015,
6 God,Drake,6/3/2015,
Now & Forever,Drake,6/3/2015,
6 Man,Drake,6/3/2015,
Wonderland,Taylor Swift,6/3/2015,
Go Hard Or Go Home,Wiz Khalifa & Iggy Azalea,6/3/2015,
Smoke,A Thousand Horses,13/3/2015,
Paradise,Big Sean,13/3/2015,
All Your Fault,Big Sean Featuring Kanye West,13/3/2015,
One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,13/3/2015,
You're So Beautiful,Empire Cast Featuring Jussie Smollett & Yazz,13/3/2015,
Raise 'Em Up,Keith Urban Featuring Eric Church,13/3/2015,
First Kiss,Kid Rock,13/3/2015,
Watch Me,Silento,13/3/2015,
You Are In Love,Taylor Swift,13/3/2015,
Nobody Love,Tori Kelly,13/3/2015,
I Want You To Know,Zedd Featuring Selena Gomez,13/3/2015,
Don't It,Billy Currington,20/3/2015,
I Really Like You,Carly Rae Jepsen,20/3/2015,
Adore,Cashmere Cat Featuring Ariana Grande,20/3/2015,
Conqueror,Empire Cast Featuring Estelle & Jussie Smollett,20/3/2015,
She Don't Love You,Eric Paslay,20/3/2015,
All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",20/3/2015,
Monster,Meek Mill,20/3/2015,
Where Are U Now,Skrillex & Diplo With Justin Bieber,20/3/2015,
New Romantics,Taylor Swift,20/3/2015,
Little Toy Guns,Carrie Underwood,27/3/2015,
Bright,Echosmith,27/3/2015,
Want To Want Me,Jason Derulo,27/3/2015,
Wild Child,Kenny Chesney With Grace Potter,27/3/2015,
Games,Luke Bryan,27/3/2015,
Bills,LunchMoney Lewis,27/3/2015,
Believe,Mumford & Sons,27/3/2015,
Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,27/3/2015,
See You Again,Wiz Khalifa Featuring Charlie Puth,27/3/2015,
King Kunta,Kendrick Lamar,3/4/2015,0
The Blacker The Berry,Kendrick Lamar,3/4/2015,
Alright,Kendrick Lamar,3/4/2015,
Institutionalized,"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",3/4/2015,0
These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",3/4/2015,
Wesley's Theory,Kendrick Lamar Featuring George Clinton & Thundercat,3/4/2015,0
Fairly Local,twenty one pilots,3/4/2015,
Baby Blue,Action Bronson Featuring Chance The Rapper,10/4/2015,
Failure,Breaking Benjamin,10/4/2015,
Love You Like That,Canaan Smith,10/4/2015,
Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",10/4/2015,
You Know You Like It,DJ Snake & AlunaGeorge,10/4/2015,
Like A Wrecking Ball,Eric Church,10/4/2015,
Trouble,Iggy Azalea Featuring Jennifer Hudson,10/4/2015,
El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,10/4/2015,
B**** Better Have My Money,Rihanna,10/4/2015,
Get Low,Dillon Francis & DJ Snake,17/4/2015,
Commas,Future,17/4/2015,
Love Me Like You Mean It,Kelsea Ballerini,17/4/2015,
Good Lovin,Ludacris Featuring Miguel,17/4/2015,
The Matrimony,Wale Featuring Usher,17/4/2015,
Baby Be My Love Song,Easton Corbin,24/4/2015,
Ride Out,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",24/4/2015,
Lean On,Major Lazer & DJ Snake Featuring MO,24/4/2015,
Crash And Burn,Thomas Rhett,24/4/2015,
Tear In My Heart,twenty one pilots,24/4/2015,
Goodbye,Who Is Fancy,24/4/2015,
Sangria,Blake Shelton,1/5/2015,
Be Real,Kid Ink Featuring DeJ Loaf,1/5/2015,
House Of The Rising Sun,Kimberly Nichole,1/5/2015,
Fight Song,Rachel Platten,1/5/2015,
American Oxygen,Rihanna,1/5/2015,
Imagine,Sawyer Fredericks,1/5/2015,0
Nasty Freestyle,T-Wayne,1/5/2015,
Renegades,X Ambassadors,1/5/2015,
Nasty,Bandit Gang Marco Featuring Dro,8/5/2015,
I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,8/5/2015,
Make It Rain,Koryn Hawthorne,8/5/2015,
Nothing Without Love,Nate Ruess,8/5/2015,
Cheerleader,OMI,8/5/2015,
Hallelujah,Panic! At The Disco,8/5/2015,
Flex (Ooh Ooh Ooh),Rich Homie Quan,8/5/2015,
Iris,Sawyer Fredericks,8/5/2015,
Crushin' It,Brad Paisley,15/5/2015,
One Hell Of An Amen,Brantley Gilbert,15/5/2015,
Flicka Da Wrist,Chedda Da Connect,15/5/2015,
Infinity,Mariah Carey,15/5/2015,
Simple Man,Sawyer Fredericks,15/5/2015,
Stressed Out,twenty one pilots,15/5/2015,0
Pretty Girls,Britney Spears & Iggy Azalea,22/5/2015,
Classic Man,Jidenna Featuring Roman GianArthur,22/5/2015,
Coffee,Miguel,22/5/2015,
The Night Is Still Young,Nicki Minaj,22/5/2015,
Shine On,Sawyer Fredericks,22/5/2015,
I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi",22/5/2015,
I'm Comin' Over,Chris Young,29/5/2015,
How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",29/5/2015,
Photograph,Ed Sheeran,29/5/2015,1
This Summer's Gonna Hurt...,Maroon 5,29/5/2015,0
Beautiful Life,Nick Fradiani,29/5/2015,
Fun,Pitbull Featuring Chris Brown,29/5/2015,
Flashlight,Jessie J,5/6/2015,1
Kick The Dust Up,Luke Bryan,5/6/2015,
Change My Mind,Meghan Linsey,5/6/2015,
Please,Sawyer Fredericks,5/6/2015,
Old Man,Sawyer Fredericks,5/6/2015,
Beautiful Now,Zedd Featuring Jon Bellion,5/6/2015,
L$D,A$AP Rocky,12/6/2015,
Electric Body,A$AP Rocky Featuring ScHoolboy Q,12/6/2015,
Buy Me A Boat,Chris Janson,12/6/2015,
Young & Crazy,Frankie Ballard,12/6/2015,
You Changed Me,Jamie Foxx Featuring Chris Brown,12/6/2015,
Planez,Jeremih Featuring J. Cole,12/6/2015,
Kiss You In The Morning,Michael Ray,12/6/2015,
Stitches,Shawn Mendes,12/6/2015,
The Hills,The Weeknd,12/6/2015,
Loving You Easy,Zac Brown Band,12/6/2015,
