song,artist,date,loveSong
Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,25/12/2015,
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,17/2/2017,
I Mean It,G-Eazy Featuring Remo,16/1/2015,
1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,27/7/2018,
"Me, Myself & I",G-Eazy x Bebe Rexha,20/11/2015,
Rudolph The Red-Nosed Reindeer,Gene Autry,14/12/2018,
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,21/12/2018,
Pants On The Ground,General Larry Platt,26/2/2010,0
Budapest,George Ezra,13/2/2015,
Faith,George Michael,13/1/2017,
I Gotta Get To You,George Strait,2/4/2010,1
The Breath You Take,George Strait,17/9/2010,0
Here For A Good Time,George Strait,15/7/2011,
Love's Gonna Make It Alright,George Strait,3/2/2012,
Give It All We Got Tonight,George Strait,7/12/2012,
I Got A Car,George Strait,13/6/2014,
Lost In The Fire,Gesaffelstein & The Weeknd,25/1/2019,
My Boo,Ghost Town DJ's,20/5/2016,
I'm Not Gonna Miss You,Glen Campbell,31/10/2014,
(Kissed You) Good Night,Gloriana,20/4/2012,
Can't Shake You,Gloriana,24/5/2013,
Home,gnash Featuring Johnny Yukon,23/12/2016,
I Hate U I Love U,gnash Featuring Olivia O'Brien,6/5/2016,
Cryin' Like A Bitch!,Godsmack,19/3/2010,0
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,14/7/2017,
Twisted,Gorilla Zoe Featuring Lil Jon,18/3/2011,
Humility,Gorillaz Featuring George Benson,15/6/2018,
Eyes Wide Open,Gotye,4/5/2012,0
Somebody That I Used To Know,Gotye Featuring Kimbra,20/1/2012,1
You Don't Own Me,Grace Featuring G-Eazy,6/5/2016,
Stars,Grace Potter & The Nocturnals,7/12/2012,
Backroad Song,Granger Smith,25/12/2015,
If The Boot Fits,Granger Smith,27/1/2017,
Oh Love,Green Day,24/8/2012,
Oh Sweet Lorraine,Green Shoe Studio Featuring Jacob Colgan & Fred Stobaugh,13/9/2013,
Did It For The Girl,Greg Bates,5/10/2012,
Tongue Tied,Grouplove,16/12/2011,
Lemonade,Gucci Mane,19/2/2010,0
Back On Road,Gucci Mane & Drake,12/8/2016,
Make Love,Gucci Mane & Nicki Minaj,17/3/2017,
Both,Gucci Mane Featuring Drake,6/1/2017,
P**** Print,Gucci Mane Featuring Kanye West,12/8/2016,
Big Boy Diamonds,Gucci Mane Featuring Kodak Black & London On Da Track,15/11/2019,
I Get The Bag,Gucci Mane Featuring Migos,8/9/2017,
Met Gala,Gucci Mane Featuring Offset,16/6/2017,
Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,1/1/2010,0
Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,3/11/2017,
Curve,Gucci Mane Featuring The Weeknd,6/10/2017,
Spotlight,Gucci Mane Featuring Usher,1/1/2010,0
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,28/9/2018,
One Call,Gunna,15/2/2019,
Outstanding,Gunna,8/3/2019,
Wit It,Gunna,8/3/2019,
Speed It Up,Gunna,8/3/2019,
SkyBox,Gunna,20/3/2020,
Wunna,Gunna,5/6/2020,
Argentina,Gunna,5/6/2020,
Met Gala,Gunna,5/6/2020,
Nasty Girl / On Camera,Gunna,5/6/2020,
MOTW,Gunna,5/6/2020,
Gimmick,Gunna,5/6/2020,
Feigning,Gunna,5/6/2020,
Blindfold,Gunna Featuring Lil Baby,5/6/2020,
Same Yung N***a,Gunna Featuring Playboi Carti,8/3/2019,
Cooler Than A Bitch,Gunna Featuring Roddy Ricch,5/6/2020,
Top Floor,Gunna Featuring Travis Scott,5/6/2020,
3 Headed Snake,Gunna Featuring Young Thug,8/3/2019,
Dollaz On My Head,Gunna Featuring Young Thug,5/6/2020,
Baby Don't Lie,Gwen Stefani,7/11/2014,
Used To Love You,Gwen Stefani,13/11/2015,
Make Me Like You,Gwen Stefani,4/3/2016,
Country Strong,Gwyneth Paltrow,21/1/2011,
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,1/7/2011,
Ass Back Home,Gym Class Heroes Featuring Neon Hitch,30/12/2011,
The Fighter,Gym Class Heroes Featuring Ryan Tedder,1/6/2012,
Focus,H.E.R.,13/4/2018,
Damage,H.E.R.,6/11/2020,
Could've Been,H.E.R. Featuring Bryson Tiller,17/8/2018,
Slide,H.E.R. Featuring YG,3/1/2020,
Levitate,Hadouken!,15/3/2013,
Love Myself,Hailee Steinfeld,28/8/2015,
Most Girls,Hailee Steinfeld,9/6/2017,
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,29/9/2017,
Starving,Hailee Steinfeld & Grey Featuring Zedd,19/8/2016,
New Americana,Halsey,18/9/2015,
Not Afraid Anymore,Halsey,3/2/2017,
Now Or Never,Halsey,28/4/2017,
Bad At Love,Halsey,22/9/2017,
Without Me,Halsey,19/10/2018,
Nightmare,Halsey,31/5/2019,
Graveyard,Halsey,27/9/2019,
You Should Be Sad,Halsey,24/1/2020,
Alone,Halsey Featuring Big Sean & Stefflon Don,20/4/2018,
Strangers,Halsey Featuring Lauren Jauregui,16/6/2017,
Every Breath You Take,Hannah Huston,10/6/2016,
Ordinary Girl,Hannah Montana,30/7/2010,0
Gonna Get This,Hannah Montana Featuring Iyaz,5/11/2010,0
One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,12/6/2020,
Sign Of The Times,Harry Styles,28/4/2017,
Sweet Creature,Harry Styles,19/5/2017,
Lights Up,Harry Styles,25/10/2019,
Watermelon Sugar,Harry Styles,29/11/2019,
Adore You,Harry Styles,20/12/2019,
Falling,Harry Styles,27/12/2019,
Cherry,Harry Styles,27/12/2019,
Golden,Harry Styles,27/12/2019,
She,Harry Styles,27/12/2019,
We Run The Night,Havana Brown Featuring Pitbull,6/4/2012,
Guys My Age,Hey Violet,10/2/2017,
She's With Me,High Valley,9/3/2018,
Face My Fears,Hikaru Utada & Skrillex,1/2/2019,
Chasing The Sun,Hilary Duff,15/8/2014,
Sparks,Hilary Duff,3/7/2015,
Oceans (Where Feet May Fail),Hillsong UNITED,31/1/2014,
All About It,Hoodie Allen Featuring Ed Sheeran,23/1/2015,
Tonight Tonight,Hot Chelle Rae,29/4/2011,
I Like It Like That,Hot Chelle Rae Featuring New Boyz,21/10/2011,
"Ulay, Oh",How I Became The Bomb,19/6/2015,
Take Me To Church,Hozier,29/8/2014,
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",12/1/2018,
Police Dog Blues,Hugh Laurie,23/9/2011,
Modern Slavery,Huncho Jack,5/1/2018,
Black & Chinese,Huncho Jack,5/1/2018,
Huncho Jack,Huncho Jack,5/1/2018,
Motorcycle Patches,Huncho Jack,5/1/2018,
Saint,Huncho Jack,5/1/2018,
Dubai Shit,Huncho Jack Featuring Offset,5/1/2018,
Eye 2 Eye,Huncho Jack Featuring Takeoff,5/1/2018,
Storm Warning,Hunter Hayes,11/11/2011,
Wanted,Hunter Hayes,11/5/2012,
Somebody's Heartbreak,Hunter Hayes,7/12/2012,
I Want Crazy,Hunter Hayes,26/4/2013,
Invisible,Hunter Hayes,7/2/2014,
Everybody's Got Somebody But Me,Hunter Hayes Featuring Jason Mraz,22/11/2013,
Memories Back Then,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",10/5/2013,
Tuesday,I LOVE MAKONNEN Featuring Drake,10/10/2014,
Blank Space,I Prevail,23/1/2015,
I Love It,Icona Pop Featuring Charli XCX,15/2/2013,
Let It Go,Idina Menzel,13/12/2013,
Into The Unknown,Idina Menzel & AURORA,6/12/2019,
Show Yourself,Idina Menzel & Evan Rachel Wood,6/12/2019,
Baby It's Cold Outside,Idina Menzel Duet With Michael Buble,5/12/2014,
Work,Iggy Azalea,16/5/2014,
Team,Iggy Azalea,8/4/2016,
Sally Walker,Iggy Azalea,29/3/2019,
Fancy,Iggy Azalea Featuring Charli XCX,21/3/2014,
Trouble,Iggy Azalea Featuring Jennifer Hudson,10/4/2015,
Beg For It,Iggy Azalea Featuring M0,7/11/2014,
Black Widow,Iggy Azalea Featuring Rita Ora,18/7/2014,
Kream,Iggy Azalea Feauring Tyga,20/7/2018,
Hit The Quan,iLoveMemphis,4/9/2015,
Lean & Dabb,iLoveMemphis,5/2/2016,
It's Time,Imagine Dragons,22/6/2012,
Radioactive,Imagine Dragons,17/8/2012,0
Demons,Imagine Dragons,25/1/2013,0
Monster,Imagine Dragons,4/10/2013,0
On Top Of The World,Imagine Dragons,14/2/2014,0
I Bet My Life,Imagine Dragons,14/11/2014,
Shots,Imagine Dragons,13/2/2015,
Roots,Imagine Dragons,18/9/2015,
Believer,Imagine Dragons,24/2/2017,
Thunder,Imagine Dragons,19/5/2017,0
Whatever It Takes,Imagine Dragons,2/6/2017,
Natural,Imagine Dragons,3/8/2018,
Bad Liar,Imagine Dragons,23/11/2018,
Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,5/1/2018,
More Hearts Than Mine,Ingrid Andress,10/1/2020,
Girls Chase Boys,Ingrid Michaelson,25/4/2014,
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,28/8/2020,
Blastoff,Internet Money Featuring Juice WRLD & Trippie Redd,11/9/2020,
Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",1/11/2019,
Replay,Iyaz,1/1/2010,1
Solo,Iyaz,26/2/2010,1
Pretty Girls,Iyaz Featuring Travie McCoy,15/7/2011,
Ginza,J Balvin,25/9/2015,
Que Pretendes,J Balvin & Bad Bunny,12/7/2019,
La Cancion,J Balvin & Bad Bunny,13/9/2019,
Mi Gente,J Balvin & Willy William Featuring Beyonce,21/7/2017,
Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",7/8/2020,
Who Dat,J. Cole,11/6/2010,0
Work Out,J. Cole,22/7/2011,
Wet Dreamz,J. Cole,26/12/2014,
No Role Modelz,J. Cole,26/12/2014,
Apparently,J. Cole,2/1/2015,
False Prophets,J. Cole,23/12/2016,
Deja Vu,J. Cole,30/12/2016,
Immortal,J. Cole,30/12/2016,
Neighbors,J. Cole,30/12/2016,
Change,J. Cole,30/12/2016,
She's Mine Pt. 1,J. Cole,30/12/2016,
For Whom The Bell Tolls,J. Cole,30/12/2016,
Ville Mentality,J. Cole,30/12/2016,
4 Your Eyez Only,J. Cole,30/12/2016,
Foldin Clothes,J. Cole,30/12/2016,
She's Mine Pt. 2,J. Cole,30/12/2016,
Everybody Dies,J. Cole,30/12/2016,
ATM,J. Cole,4/5/2018,
Kevin's Heart,J. Cole,4/5/2018,
KOD,J. Cole,4/5/2018,
Photograph,J. Cole,4/5/2018,
Motiv8,J. Cole,4/5/2018,
1985 (Intro To The Fall Off),J. Cole,4/5/2018,
Brackets,J. Cole,4/5/2018,
Window Pain (Outro),J. Cole,4/5/2018,
Once An Addict (Interlude),J. Cole,4/5/2018,
Intro,J. Cole,4/5/2018,
Album Of The Year (Freestyle),J. Cole,24/8/2018,
Middle Child,J. Cole,1/2/2019,
Snow On Tha Bluff,J. Cole,26/6/2020,
The Climb Back,J. Cole,31/7/2020,
Lion King On Ice,J. Cole,7/8/2020,
She Knows,J. Cole Featuring Amber Coffman & The Cults,24/1/2014,
The Cut Off,J. Cole Featuring kiLL edward,4/5/2018,
Friends,J. Cole Featuring kiLL edward,4/5/2018,
Power Trip,J. Cole Featuring Miguel,1/3/2013,
Nobody's Perfect,J. Cole Featuring Missy Elliott,1/6/2012,
Crooked Smile,J. Cole Featuring TLC,5/7/2013,
Can't Get Enough,J. Cole Featuring Trey Songz,16/12/2011,
Wop,J. Dash,5/4/2013,
Need Me,J.I The Prince Of N.Y,26/6/2020,
Wild Life,Jack & Jack,22/8/2014,
Tyler Herro,Jack Harlow,6/11/2020,
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",21/2/2020,
You And Your Heart,Jack Johnson,23/4/2010,1
I Got You,Jack Johnson,28/6/2013,
GANG GANG,JACKBOYS & Sheck Wes,10/1/2020,
WHAT TO DO?,JACKBOYS Featuring Don Toliver,10/1/2020,
Out West,JACKBOYS Featuring Young Thug,10/1/2020,
GATTI,"JACKBOYS, Pop Smoke & Travis Scott",10/1/2020,
Sweatshirt,Jacob Sartorius,1/7/2016,
Hit Or Miss,Jacob Sartorius,12/8/2016,
B.E.D.,Jacquees,25/8/2017,
You,Jacquees,7/12/2018,
At The Club,Jacquees X Dej Loaf,16/2/2018,
Angel,Jacquie Lee,27/12/2013,
Ain't Leavin Without You,Jaheim,12/2/2010,0
Finding My Way Back,Jaheim,2/7/2010,1
Eight Second Ride,Jake Owen,1/1/2010,0
Barefoot Blue Jean Night,Jake Owen,29/4/2011,
Alone With You,Jake Owen,23/12/2011,
The One That Got Away,Jake Owen,24/8/2012,
Anywhere With You,Jake Owen,5/4/2013,
Days Of Gold,Jake Owen,25/10/2013,
Beachin',Jake Owen,11/4/2014,
What We Ain't Got,Jake Owen,16/1/2015,
Real Life,Jake Owen,10/7/2015,
American Country Love Song,Jake Owen,25/3/2016,
I Was Jack (You Were Diane),Jake Owen,8/6/2018,
Down To The Honkytonk,Jake Owen,11/1/2019,
Homemade,Jake Owen,7/2/2020,
Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,4/8/2017,
It's Everyday Bro,Jake Paul Featuring Team 10,23/6/2017,
Heaven,Jake Worthington,30/5/2014,
Say You Won't Let Go,James Arthur,11/11/2016,
Let It Go,James Bay,8/1/2016,
Stay The Night,James Blunt,4/2/2011,
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12/12/2014,
A Case Of You,James Wolpert,22/11/2013,
Some Girls,Jameson Rodgers,21/8/2020,
You Changed Me,Jamie Foxx Featuring Chris Brown,12/6/2015,
Fall For Your Type,Jamie Foxx Featuring Drake,24/12/2010,
Winner,Jamie Foxx Featuring Justin Timberlake & T .I.,23/4/2010,0
Jungle,Jamie N Commons & X Ambassadors,27/6/2014,
I Won't Give Up,Jana Kramer,25/2/2011,
Whiskey,Jana Kramer,13/5/2011,
Why Ya Wanna,Jana Kramer,18/5/2012,
I Got The Boy,Jana Kramer,30/10/2015,
Make Me Feel,Janelle Monae,9/3/2018,
Yoga,Janelle Monae & Jidenna,10/7/2015,
Made For Now,Janet & Daddy Yankee,31/8/2018,
No Sleeep,Janet Featuring J. Cole,10/7/2015,
Pray For You,Jaron And The Long Road To Love,9/4/2010,0
The Truth,Jason Aldean,1/1/2010,1
Crazy Town,Jason Aldean,30/4/2010,0
My Kinda Party,Jason Aldean,10/9/2010,0
Dirt Road Anthem,Jason Aldean,22/4/2011,
Tattoos On This Town,Jason Aldean,7/10/2011,
Fly Over States,Jason Aldean,9/3/2012,
Take A Little Ride,Jason Aldean,3/8/2012,
Night Train,Jason Aldean,2/11/2012,
1994,Jason Aldean,29/3/2013,
When She Says Baby,Jason Aldean,13/12/2013,
Burnin' It Down,Jason Aldean,8/8/2014,
Sweet Little Somethin',Jason Aldean,19/9/2014,
Two Night Town,Jason Aldean,26/9/2014,
Gonna Know We Were Here,Jason Aldean,3/10/2014,
Tonight Looks Good On You,Jason Aldean,10/10/2014,
Just Gettin' Started,Jason Aldean,17/10/2014,
Lights Come On,Jason Aldean,22/4/2016,
A Little More Summertime,Jason Aldean,5/8/2016,
Any Ol' Barstool,Jason Aldean,10/2/2017,
They Don't Know,Jason Aldean,18/8/2017,
You Make It Easy,Jason Aldean,9/2/2018,
Girl Like You,Jason Aldean,30/11/2018,
Rearview Town,Jason Aldean,7/6/2019,
We Back,Jason Aldean,29/11/2019,
Got What I Got,Jason Aldean,12/6/2020,
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,29/6/2018,
Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,19/11/2010,1
The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,23/11/2012,
Whatcha Say,Jason Derulo,1/1/2010,1
In My Head,Jason Derulo,1/1/2010,0
Ridin' Solo,Jason Derulo,19/3/2010,0
What If,Jason Derulo,26/11/2010,1
Don't Wanna Go Home,Jason Derulo,3/6/2011,
It Girl,Jason Derulo,26/8/2011,
Fight For You,Jason Derulo,14/10/2011,
Undefeated,Jason Derulo,8/6/2012,
The Other Side,Jason Derulo,3/5/2013,
Marry Me,Jason Derulo,18/10/2013,
Trumpets,Jason Derulo,13/6/2014,
Want To Want Me,Jason Derulo,27/3/2015,
Cheyenne,Jason Derulo,14/8/2015,
Get Ugly,Jason Derulo,8/1/2016,
If It Ain't Love,Jason Derulo,29/4/2016,
Take You Dancing,Jason Derulo,13/11/2020,
Talk Dirty,Jason Derulo Featuring 2 Chainz,3/1/2014,
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,7/4/2017,
Wiggle,Jason Derulo Featuring Snoop Dogg,16/5/2014,
Hurry Home,Jason Michael Carroll,12/2/2010,1
I Won't Give Up,Jason Mraz,20/1/2012,1
Have It All,Jason Mraz,24/8/2018,
Time After Time,Javier Colon,13/5/2011,
Angel,Javier Colon,1/7/2011,
Fix You,Javier Colon,8/7/2011,
Stitch By Stitch,Javier Colon,15/7/2011,
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,26/6/2020,
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",26/1/2018,
Down,Jay Sean Featuring Lil Wayne,1/1/2010,0
Hit The Lights,Jay Sean Featuring Lil Wayne,25/2/2011,
2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,20/8/2010,0
I'm All Yours,Jay Sean Featuring Pitbull,15/6/2012,
Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,1/1/2010,1
Part II (On The Run),Jay Z Featuring Beyonce,26/7/2013,
Oceans,Jay Z Featuring Frank Ocean,26/7/2013,
Holy Grail,Jay Z Featuring Justin Timberlake,26/7/2013,
F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross,26/7/2013,
Who Gon Stop Me,Jay Z Kanye West,26/8/2011,
Ni**as in Paris,Jay Z Kanye West,26/8/2011,
Gotta Have It,Jay Z Kanye West,20/1/2012,
No Church In The Wild,Jay Z Kanye West Featuring Frank Ocean,3/2/2012,
Otis,Jay Z Kanye West Featuring Otis Redding,5/8/2011,
Tom Ford,JAY-Z,26/7/2013,
Picasso Baby,JAY-Z,26/7/2013,
Crown,JAY-Z,26/7/2013,
The Story Of O.J.,JAY-Z,28/7/2017,
4:44,JAY-Z,28/7/2017,
Kill Jay Z,JAY-Z,28/7/2017,
Moonlight,JAY-Z,28/7/2017,
Marcy Me,JAY-Z,28/7/2017,
Empire State Of Mind,Jay-Z + Alicia Keys,1/1/2010,0
Young Forever,Jay-Z + Mr. Hudson,5/3/2010,0
On To The Next One,Jay-Z + Swizz Beatz,29/1/2010,0
Family Feud,JAY-Z Featuring Beyonce,28/7/2017,
Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely",28/7/2017,
Caught Their Eyes,JAY-Z Featuring Frank Ocean,28/7/2017,
Smile,JAY-Z Featuring Gloria Carter,28/7/2017,
Stranded (Haiti Mon Amour),"Jay-Z, Bono, The Edge & Rihanna",5/2/2010,0
Run This Town,"Jay-Z, Rihanna & Kanye West",1/1/2010,0
Holding You Down (Goin In Circles),Jazmine Sullivan,10/9/2010,1
Seen It All,Jeezy Featuring Jay Z,19/9/2014,
Where You At,Jennifer Hudson,25/3/2011,
Think Like A Man,Jennifer Hudson & Ne-Yo Featuring Rick Ross,27/4/2012,
Papi,Jennifer Lopez,6/5/2011,
First Love,Jennifer Lopez,4/7/2014,
Ain't Your Mama,Jennifer Lopez,29/4/2016,
Love Make The World Go Round,Jennifer Lopez & Lin-Manuel Miranda,29/7/2016,
Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B,8/6/2018,
I Luh Ya Papi,Jennifer Lopez Featuring French Montana,28/3/2014,
Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,3/10/2014,
I'm Into You,Jennifer Lopez Featuring Lil Wayne,20/5/2011,
On The Floor,Jennifer Lopez Featuring Pitbull,11/3/2011,
Dance Again,Jennifer Lopez Featuring Pitbull,20/4/2012,
Live It Up,Jennifer Lopez Featuring Pitbull,24/5/2013,
Oui,Jeremih,22/1/2016,
Down On Me,Jeremih Featuring 50 Cent,26/11/2010,0
Planez,Jeremih Featuring J. Cole,12/6/2015,
Don't Tell 'Em,Jeremih Featuring YG,11/7/2014,
I Believe I Can Fly,Jermaine Paul,25/5/2012,
"Lover, Lover",Jerrod Niemann,14/5/2010,1
What Do You Want,Jerrod Niemann,31/12/2010,
One More Drinkin' Song,Jerrod Niemann,12/8/2011,
Shinin' On Me,Jerrod Niemann,14/9/2012,
Drink To That All Night,Jerrod Niemann,17/1/2014,
Hold My Hand,Jess Glynne,2/10/2015,
Shake,Jesse McCartney,8/10/2010,0
Body Language,Jesse McCartney Featuring T-Pain,1/1/2010,0
Domino,Jessie J,28/10/2011,
Masterpiece,Jessie J,2/1/2015,
Flashlight,Jessie J,5/6/2015,1
Burnin' Up,Jessie J Featuring 2 Chainz,31/10/2014,
Price Tag,Jessie J Featuring B.o.B,18/2/2011,0
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",15/8/2014,0
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",19/7/2019,
The Worst,Jhene Aiko,21/2/2014,
Triggered,Jhene Aiko,24/5/2019,
P*$$y Fairy (OTW),Jhene Aiko,31/1/2020,
None Of Your Concern,Jhene Aiko Featuring Big Sean,29/11/2019,
Happiness Over Everything (H.O.E.),Jhene Aiko Featuring Future & Miguel,20/3/2020,
B.S.,Jhene Aiko Featuring H.E.R.,20/3/2020,
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,16/3/2018,
Chicken Noodle Soup,j-hope Featuring Becky G.,11/10/2019,
Classic Man,Jidenna Featuring Roman GianArthur,22/5/2015,
So In Love,Jill Scott Featuring Anthony Hamilton,8/7/2011,
Best Shot,Jimmie Allen,28/9/2018,
Make Me Want To,Jimmie Allen,10/1/2020,
EW!,Jimmy Fallon Featuring will.i.am,24/10/2014,
She Don't Put It Down,Joe Budden Featuring Lil Wayne & Tank,1/3/2013,
See No More,Joe Jonas,1/7/2011,
Gimmie That Girl,Joe Nichols,12/3/2010,1
The Shape I'm In,Joe Nichols,11/3/2011,
Sunny And 75,Joe Nichols,13/9/2013,
Yeah,Joe Nichols,9/5/2014,
Head & Heart,Joel Corry X MNEK,6/11/2020,
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,28/12/2018,
All Of Me,John Legend,20/9/2013,
You & I (Nobody In The World),John Legend,25/7/2014,
Love Me Now,John Legend,28/10/2016,
Happy Xmas (War Is Over),John Legend,3/1/2020,
Conversations In The Dark,John Legend,24/1/2020,
Tonight (Best You Ever Had),John Legend Featuring Ludacris,4/5/2012,
Heartbreak Warfare,John Mayer,1/1/2010,1
Half Of My Heart,John Mayer,25/6/2010,1
Shadow Days,John Mayer,23/3/2012,0
Paper Doll,John Mayer,5/7/2013,1
Wildfire,John Mayer,2/8/2013,1
XO,John Mayer,13/6/2014,1
Love On The Weekend,John Mayer,9/12/2016,1
I Guess I Just Feel Like,John Mayer,8/3/2019,0
Who You Love,John Mayer Featuring Katy Perry,20/12/2013,1
Love Me Again,John Newman,6/12/2013,
Shut Up About Politics,John Rich Featuring The Five,14/6/2019,
Slow Dancing In The Dark,Joji,29/3/2019,1
Sanctuary,Joji,28/6/2019,1
Run,Joji,21/2/2020,
Disaster,JoJo,23/9/2011,
All Time Low,Jon Bellion,28/10/2016,
Up All Night,Jon Pardi,29/11/2013,
Head Over Boots,Jon Pardi,18/3/2016,
Dirt On My Boots,Jon Pardi,23/12/2016,
Heartache On The Dance Floor,Jon Pardi,21/7/2017,
Night Shift,Jon Pardi,8/2/2019,
Heartache Medication,Jon Pardi,11/10/2019,
Ain't Always The Cowboy,Jon Pardi,11/9/2020,
Fast Car,Jonas Blue Featuring Dakota,1/4/2016,
Pom Poms,Jonas Brothers,19/4/2013,
Sucker,Jonas Brothers,15/3/2019,
Cool,Jonas Brothers,19/4/2019,
Only Human,Jonas Brothers,21/6/2019,
Like It's Christmas,Jonas Brothers,13/12/2019,
What A Man Gotta Do,Jonas Brothers,31/1/2020,
X,Jonas Brothers Featuring Karol G,29/5/2020,
Who Booty,Jonn Hart Featuring IamSU!,28/12/2012,
Singles You Up,Jordan Davis,16/2/2018,
Take It From Me,Jordan Davis,11/1/2019,
Slow Dance In A Parking Lot,Jordan Davis,10/1/2020,
Halo,Jordan Smith,27/11/2015,
Great Is Thy Faithfulness,Jordan Smith,4/12/2015,
Hallelujah,Jordan Smith,18/12/2015,
Somebody To Love,Jordan Smith,25/12/2015,
Mary Did You Know,Jordan Smith,1/1/2016,
Climb Every Mountain,Jordan Smith,1/1/2016,
God Only Knows,Jordan Smith & Adam Levine,1/1/2016,
I Am Woman,Jordin Sparks,27/5/2011,
Feliz Navidad,Jose Feliciano,6/1/2017,
Stay With Me,Josh Kaufman,9/5/2014,
I Can't Make You Love Me,Josh Kaufman,23/5/2014,
Georgia Clay,Josh Kelley,8/4/2011,
Way Out Here,Josh Thompson,10/9/2010,0
Why Don't We Just Dance,Josh Turner,1/1/2010,0
All Over Me,Josh Turner,16/7/2010,1
I Wouldn't Be A Man,Josh Turner,22/7/2011,
Time Is Love,Josh Turner,13/4/2012,
Hometown Girl,Josh Turner,17/3/2017,
Stranger Things,Joyner Lucas & Chris Brown,16/3/2018,
Isis,Joyner Lucas Featuring Logic,7/6/2019,
If The World Was Ending,JP Saxe Featuring Julia Michaels,10/4/2020,
Lucid Dreams,Juice WRLD,25/5/2018,
All Girls Are The Same,Juice WRLD,25/5/2018,
Legends,Juice WRLD,6/7/2018,
Lean Wit Me,Juice WRLD,17/8/2018,
Make It Back,Juice WRLD,2/11/2018,
Armed And Dangerous,Juice WRLD,23/11/2018,
Robbery,Juice WRLD,1/3/2019,
Hear Me Calling,Juice WRLD,15/3/2019,
Empty,Juice WRLD,22/3/2019,
Fast,Juice WRLD,22/3/2019,
Maze,Juice WRLD,22/3/2019,
Flaws And Sins,Juice WRLD,22/3/2019,
Let Me Know (I Wonder Why Freestyle),Juice WRLD,27/12/2019,
Righteous,Juice WRLD,8/5/2020,
Wishing Well,Juice WRLD,24/7/2020,
Conversations,Juice WRLD,24/7/2020,
Blood On My Jeans,Juice WRLD,24/7/2020,
Titanic,Juice WRLD,24/7/2020,
Bad Energy,Juice WRLD,24/7/2020,
Stay High,Juice WRLD,24/7/2020,
Fighting Demons,Juice WRLD,24/7/2020,
Up Up And Away,Juice WRLD,24/7/2020,
Screw Juice,Juice WRLD,24/7/2020,
I Want It,Juice WRLD,24/7/2020,
Can't Die,Juice WRLD,24/7/2020,
Man Of The Year,Juice WRLD,24/7/2020,
Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,24/7/2020,
